"","id","first_name","second_name","player_type","team_name","now_cost","total_points","points_per_game","status","bps","influence","creativity","threat","ict_index","news","news_added","photo","bonus","value_form","value_season","goals_scored","assists","clean_sheets","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus.1","element_type","team"
"110",458,"Frédéric","Guilbert","DEF","Aston Villa",4400000,6,"3.0","a",23,"6.6","1.1","3.0","1.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/203368.jpg",0,"0.3","1.4",0,0,1,0,0,0,2,0,0,0,2,2
"92",459,"Kurt","Zouma","DEF","Chelsea",5e+06,1,"0.2","a",38,"27.2","2.6","27.0","5.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/103192.jpg",0,"0.0","0.2",0,0,0,1,0,0,1,0,0,0,2,6
"476",460,"Tammy","Abraham","FWD","Chelsea",7100000,25,"6.2","a",112,"67.6","24.9","77.0","16.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/173879.jpg",3,"0.9","3.5",4,0,0,0,0,0,1,0,0,3,4,6
"499",461,"Michy","Batshuayi","FWD","Chelsea",6700000,1,"1.0","a",3,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/94245.jpg",0,"0.0","0.1",0,0,0,0,0,0,0,0,0,0,4,6
"261",462,"Robert Kenedy","Nunes do Nascimento","MID","Chelsea",5400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/167767.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,6
"254",463,"Mason","Mount","MID","Chelsea",6300000,22,"5.5","a",82,"120.6","105.1","150.0","37.6","","2019-08-24T14:00:14.355453Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/184341.jpg",4,"0.9","3.5",2,0,0,0,0,0,0,0,0,4,3,6
"466",464,"Rhian","Brewster","FWD","Liverpool",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/195473.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,10
"246",465,"Mahmoud Ahmed","Ibrahim Hassan","MID","Aston Villa",5400000,3,"0.8","s",-6,"27.0","33.5","100.0","16.1","Suspended until 22 Sep","2019-08-31T16:30:09.941826Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/148508.jpg",0,"0.1","0.6",0,0,1,0,0,0,1,1,0,0,3,2
"519",466,"Joelinton Cássio","Apolinário de Lira","FWD","Newcastle",5900000,13,"3.2","a",56,"50.6","39.1","76.0","16.6","","2019-08-28T18:30:16.689545Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/180974.jpg",3,"0.5","2.2",1,0,1,0,0,0,2,0,0,3,4,13
"81",467,"Calum","Chambers","DEF","Arsenal",4500000,6,"6.0","a",26,"15.0","0.2","0.0","1.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/101184.jpg",0,"0.3","1.3",0,0,1,0,0,0,0,0,0,0,2,1
"526",468,"Jordan","Ayew","FWD","Crystal Palace",5e+06,17,"5.7","a",71,"43.4","14.9","36.0","9.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/80146.jpg",3,"0.8","3.4",2,0,3,0,0,0,0,0,0,3,4,7
"316",469,"Daniel","Ceballos Fernández","MID","Arsenal",5700000,14,"4.7","a",44,"57.8","52.6","20.0","13.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/182539.jpg",3,"0.6","2.5",0,2,0,0,0,0,0,0,0,3,3,1
"306",470,"Douglas Luiz","Soares de Paulo","MID","Aston Villa",4600000,15,"3.8","a",49,"68.2","24.2","15.0","10.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/230046.jpg",2,"0.8","3.3",1,0,2,0,0,0,1,0,0,2,3,2
"14",471,"Dean","Henderson","GKP","Sheffield Utd",4500000,14,"3.5","a",62,"37.6","0.0","0.0","3.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/172649.jpg",2,"0.8","3.1",0,0,1,0,0,0,0,0,9,2,1,15
"440",472,"Ben","Osborn","MID","Sheffield Utd",4900000,1,"1.0","a",4,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/167878.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,15
"210",473,"Jesús","Vallejo Lázaro","DEF","Wolves",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/178876.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,20
"44",474,"Lovre","Kalinic","GKP","Aston Villa",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/88175.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,2
"166",475,"Dan","Burn","DEF","Brighton",4500000,9,"2.2","a",57,"46.4","39.2","20.0","10.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/78916.jpg",0,"0.5","2.0",0,0,1,0,0,0,0,0,0,0,2,4
"333",476,"Philip","Billing","MID","Bournemouth",5e+06,5,"1.2","a",43,"40.0","26.9","13.0","8.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/168991.jpg",0,"0.2","1.0",0,0,0,0,0,0,2,0,0,0,3,3
"141",477,"Lewis","Gibson","DEF","Everton",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/232964.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,8
"142",478,"Mason","Holgate","DEF","Everton",4500000,1,"1.0","a",6,"7.4","0.1","0.0","0.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/194164.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,8
"6",479,"Jonas","Lössl","GKP","Everton",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/57513.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,8
"325",480,"Andy","King","MID","Leicester",4400000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul","2019-08-15T22:00:13.587784Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/13152.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,9
"130",481,"Axel","Tuanzebe","DEF","Man Utd",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/180804.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,12
"387",482,"Jack","Colback","MID","Newcastle",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-08-05T09:00:18.473094Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/58771.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,13
"388",483,"Jacob","Murphy","MID","Newcastle",4900000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Jul","2019-08-08T16:30:11.441250Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/114243.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,13
"182",484,"Philip","Heise","DEF","Norwich",4e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/101061.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,14
"114",485,"Wesley","Hoedt","DEF","Southampton",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/167075.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,16
"156",486,"Cédric","Soares","DEF","Southampton",4900000,2,"2.0","a",14,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/58822.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,2,16
"486",487,"Patrick","Cutrone","FWD","Wolves",5800000,2,"1.0","a",1,"5.4","0.0","0.0","0.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/209353.jpg",0,"0.1","0.3",0,0,0,0,0,0,0,0,0,0,4,20
"318",488,"Nicolas","Pépé","MID","Arsenal",9400000,4,"1.3","a",10,"31.8","45.6","48.0","12.6","","2019-08-09T09:30:12.533555Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/195735.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,1
"247",489,"Reiss","Nelson","MID","Arsenal",5500000,3,"1.5","a",9,"14.4","41.1","41.0","9.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/200641.jpg",0,"0.1","0.5",0,0,1,0,0,0,1,0,0,0,3,1
"320",490,"Joseph","Willock","MID","Arsenal",5e+06,7,"2.3","a",33,"24.8","45.9","30.0","10.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/200089.jpg",0,"0.4","1.4",0,0,1,0,0,0,0,0,0,0,3,1
"281",491,"Marvelous","Nakamba","MID","Aston Villa",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/184704.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,2
"335",492,"Arnaut","Danjuma Groeneveld","MID","Bournemouth",5900000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Foot injury - Unknown return date","2019-08-12T10:00:14.019366Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/220307.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,3
"127",493,"Adam","Webster","DEF","Brighton",4400000,0,"0.0","a",15,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/110735.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,4
"41",494,"Aaron","Ramsdale","GKP","Bournemouth",4500000,8,"2.0","a",60,"68.6","0.0","0.0","6.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/225321.jpg",0,"0.4","1.8",0,0,0,0,0,0,0,0,12,0,1,3
"42",495,"Bailey","Peacock-Farrell","GKP","Burnley",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/220037.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,5
"483",496,"Moise","Kean","FWD","Everton",6800000,3,"1.0","a",11,"3.0","12.7","13.0","2.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/242058.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,4,8
"284",497,"Jean-Philippe","Gbamin","MID","Everton",5e+06,4,"2.0","i",14,"20.0","6.3","0.0","2.6","Thigh injury - Expected back 26 Oct","2019-08-23T21:30:13.493993Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/160987.jpg",0,"0.2","0.8",0,0,1,0,0,0,0,0,0,0,3,8
"154",498,"Jetro","Willems","DEF","Newcastle",4500000,3,"1.5","a",23,"5.4","11.2","2.0","1.9","","2019-08-29T00:00:09.507675Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/92159.jpg",0,"0.2","0.7",0,0,0,0,0,0,0,0,0,0,2,13
"390",499,"Rolando","Aarons","MID","Newcastle",5e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/155513.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,13
"391",500,"Allan","Saint-Maximin","MID","Newcastle",5400000,2,"1.0","i",5,"4.2","2.2","15.0","2.0","Hamstring injury - Expected back 21 Sep","2019-08-16T08:30:14.101253Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/170137.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,13
"524",501,"Oliver","McBurnie","FWD","Sheffield Utd",5900000,9,"2.2","a",34,"41.2","6.6","38.0","8.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/169432.jpg",1,"0.4","1.5",1,0,0,0,0,0,1,0,0,1,4,15
"460",502,"Neal","Maupay","FWD","Brighton",6e+06,11,"2.8","a",33,"41.6","19.4","126.0","18.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/115382.jpg",1,"0.5","1.8",1,0,0,0,0,0,0,0,0,1,4,4
"232",503,"Gary","Cahill","DEF","Crystal Palace",4500000,7,"3.5","a",32,"13.6","0.0","18.0","3.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/19419.jpg",0,"0.4","1.6",0,0,1,0,0,0,1,0,0,0,2,7
"473",504,"Gabriel Teodoro","Martinelli Silva","FWD","Arsenal",4500000,1,"1.0","a",2,"1.0","0.5","0.0","0.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/444145.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,4,1
"378",505,"Harry","Wilson","MID","Bournemouth",6e+06,16,"5.3","a",59,"74.8","32.0","65.0","17.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/153682.jpg",1,"0.7","2.7",2,0,0,0,0,0,0,0,0,1,3,3
"97",506,"Reece","James","DEF","Chelsea",5e+06,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Ankle injury - Expected back 14 Sep","2019-08-12T16:00:24.033193Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/225796.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,6
"418",507,"Ibrahim","Amadou","MID","Norwich",4500000,1,"1.0","a",3,"0.0","0.0","0.0","0.0","","2019-08-08T15:30:16.185538Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/128348.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,14
"351",508,"Sofiane","Boufal","MID","Southampton",5500000,7,"2.3","a",23,"24.4","22.6","8.0","5.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/128198.jpg",0,"0.3","1.3",0,1,0,0,0,0,0,0,0,0,3,16
"472",509,"Troy","Parrott","FWD","Spurs",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/447235.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,17
"274",510,"Víctor","Camarasa","MID","Crystal Palace",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/175946.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,7
"223",511,"Djibril","Sidibé","DEF","Everton",5400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/102747.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,8
"478",512,"Danny","Welbeck","FWD","Watford",6e+06,2,"1.0","a",5,"10.4","11.2","2.0","2.3","","2019-08-08T17:00:14.804424Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/50175.jpg",0,"0.1","0.3",0,0,0,0,0,0,0,0,0,0,4,18
"2",513,"Heurelho da Silva","Gomes","GKP","Watford",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18656.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,18
"500",514,"Albian","Ajeti","FWD","West Ham",5900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/181008.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,19
"87",515,"Kieran","Tierney","DEF","Arsenal",5400000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Groin Injury - Expected back 30 Sep","2019-08-09T12:00:11.271398Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/192895.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,1
"268",516,"Aaron","Mooy","MID","Brighton",5e+06,1,"1.0","a",3,"0.2","0.5","0.0","0.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/74471.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,4
"286",517,"Dennis","Praet","MID","Leicester",5500000,3,"1.5","a",16,"9.2","12.5","8.0","3.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/106837.jpg",0,"0.1","0.5",0,0,0,0,0,0,0,0,0,0,3,9
"180",518,"João Pedro Cavaco","Cancelo","DEF","Man City",5500000,1,"1.0","a",2,"0.2","0.0","0.0","0.0","","2019-08-09T13:00:15.096874Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/121145.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,11
"157",519,"Emil","Krafth","DEF","Newcastle",4500000,9,"3.0","a",44,"27.6","2.2","4.0","3.4","","2019-08-29T00:00:09.547590Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/111773.jpg",0,"0.5","2.0",0,0,1,0,0,0,0,0,0,0,2,13
"477",520,"Andy","Carroll","FWD","Newcastle",5500000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Lack of match fitness - Expected back 21 Sep","2019-08-09T11:00:18.902270Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40142.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,13
"52",521,"Michael","Verrips","GKP","Sheffield Utd",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/194126.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,15
"443",522,"Muhamed","Bešic","MID","Sheffield Utd",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/87447.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,15
"379",523,"Giovani","Lo Celso","MID","Spurs",7400000,2,"1.0","a",7,"2.4","23.9","1.0","2.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/200826.jpg",0,"0.1","0.3",0,0,0,0,0,0,0,0,0,0,3,17
"380",524,"Ryan","Sessegnon","MID","Spurs",5400000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Hamstring injury - Unknown return date","2019-08-09T13:00:15.120843Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/184349.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,17
"408",525,"Ismaïla","Sarr","MID","Watford",6500000,1,"1.0","a",1,"1.2","1.2","8.0","1.0","","2019-08-15T16:30:13.342246Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/232185.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,18
"29",526,"Adrián","San Miguel del Castillo","GKP","Liverpool",4500000,12,"3.0","a",54,"32.0","0.0","0.0","3.2","","2019-08-16T11:00:10.760553Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/60706.jpg",0,"0.7","2.7",0,0,1,0,0,0,0,0,9,0,1,10
"381",527,"Georges-Kévin","Nkoudou","MID","Spurs",5e+06,1,"1.0","u",3,"0.0","0.0","18.0","1.8","Joined Besiktas on a permanent deal on 22/8","2019-08-22T12:30:17.630601Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/168566.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,17
"459",528,"Pedro","Lomba Neto","MID","Wolves",5e+06,2,"1.0","a",4,"1.8","3.0","8.0","1.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/247632.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,20
"98",529,"Fikayo","Tomori","DEF","Chelsea",4500000,1,"1.0","a",14,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/194794.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,6
"8",530,"Andy","Lonergan","GKP","Liverpool",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/11948.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,10
"11",531,"Caoimhin","Kelleher","GKP","Liverpool",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/200720.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,10
"198",532,"Kevin","Danso","DEF","Southampton",4500000,8,"4.0","s",30,"12.4","1.6","0.0","1.4","Suspended until 20 Sep","2019-08-31T13:30:13.818149Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/135720.jpg",0,"0.6","1.8",0,1,1,0,0,0,0,1,0,0,2,16
